CD258385	90123	11/25/2013	2/14/2012	RNAi	1	Korea
CD271532	91812	2/6/2013	2/6/2013	RNAi	1	Argentina
CD255709	91877	2/6/2013	2/6/2013	RNAi	1	Denmark
CD254446	91952	2/6/2013	5/2/2012	RNAi	1	USA
CD259696	92001	2/6/2013	2/6/2013	RNAi	1	People's Republic of China
CD259784	92001	2/6/2013	2/6/2013	RNAi	1	People's Republic of China
CD266756	92001	2/6/2013	2/6/2013	RNAi	1	People's Republic of China
CD266861	92001	2/6/2013	2/6/2013	RNAi	1	People's Republic of China
CD258169	92295	2/6/2013	2/6/2013	RNAi	1	France
CD258851	92373	2/6/2013	2/6/2013	RNAi	1	USA
CD263789	94423	2/11/2013	2/11/2013	RNAi	1	USA
CD264209	96160	2/11/2013	2/11/2013	RNAi	1	USA
CD258761	96526	2/6/2013	2/6/2013	RNAi	1	USA
CD263789	96619	2/11/2013	2/11/2013	RNAi	1	USA
CD255276	97139	11/25/2013	2/6/2013	RNAi	1	USA
CD258169	97139	2/6/2013	2/6/2013	RNAi	1	USA
CD3-917	97228	1/10/2013	1/10/2013	Individual & mapping clones	1	India
CD3-1733	97249	1/10/2013	1/10/2013	Individual & mapping clones	1	USA
DKLAT1G33560	97252	1/10/2013	1/10/2013	Expression	1	USA
DKLAT4G33300	97252	1/10/2013	1/10/2013	Expression	1	USA
DKLAT5G04720	97252	1/10/2013	1/10/2013	Expression	1	USA
DKLAT5G04720A	97252	1/10/2013	1/10/2013	Expression	1	USA
CD3-1728	97260	1/10/2013	1/10/2013	Individual & mapping clones	1	Korea
CD3-1087	97264	1/10/2013	1/10/2013	vector	1	Hong Kong
CD3-1088	97264	1/10/2013	1/10/2013	vector	1	Hong Kong
CD3-1092	97264	1/10/2013	1/10/2013	vector	1	Hong Kong
CD3-1093	97264	1/10/2013	1/10/2013	vector	1	Hong Kong
CD3-1645	97267	1/10/2013	1/10/2013	vector	1	Japan
CD3-1646	97267	1/10/2013	1/10/2013	vector	1	Japan
CD3-1647	97267	1/10/2013	1/10/2013	vector	1	Japan
HALO_SFI_11-H07	97268	1/10/2013	1/10/2013	Expression	1	Belgium
HALO_SFI_49-E06	97268	1/10/2013	1/10/2013	Expression	1	Belgium
F15H11	97270	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F19F18	97270	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F6D5	97270	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T20G20	97270	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T26J12	97270	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
CD3-326	97278	1/10/2013	1/10/2013	vector	1	USA
CD3-755	97278	1/10/2013	1/10/2013	vector	1	USA
F11P10	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F13C19	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F14A1	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F14C23	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F15I15	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F18A12	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F18O9	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F19I11	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F19N2	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F23B23	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F23C8	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F28N5	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F3D18	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F3G22	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F7I20	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
F7N22	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
K19N19	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
K3D20	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
K6F11	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
K7G22	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
MIEE13	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
MIJE4	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
MIOK9	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
MIXH1	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T15F17	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T25B21	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T25C13	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T26D22	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T29A4	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T2L5	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T32B3	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T3P1	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T6F8	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T8H11	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
T9E19	97280	1/10/2013	1/10/2013	BAC, YAC, P1	1	USA
CD252465	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD253351	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD256393	97283	12/26/2013	2/6/2014	RNAi	1	USA
CD259054	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD263201	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD263474	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD263885	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD264599	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD264615	97283	11/25/2013	2/6/2014	RNAi	1	USA
CD264959	97283	11/25/2013	2/6/2014	RNAi	1	USA
CD266366	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD266950	97283	12/31/2013	2/6/2014	RNAi	1	USA
CD268340	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD269623	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD270609	97283	1/10/2013	2/6/2014	RNAi	1	USA
CD272286	97283	1/10/2013	2/6/2014	RNAi	1	USA
G09765	97283	1/10/2013	2/6/2014	Full Length	1	USA
G12216	97283	1/10/2013	2/6/2014	Full Length	1	USA
G14032	97283	1/10/2013	2/6/2014	Full Length	1	USA
G14268	97283	1/10/2013	2/6/2014	Full Length	1	USA
G18220	97283	1/10/2013	2/6/2014	Full Length	1	USA
G20032	97283	1/10/2013	2/6/2014	Full Length	1	USA
G21947	97283	1/10/2013	2/6/2014	Full Length	1	USA
G23228	97283	1/10/2013	2/6/2014	Full Length	1	USA
G50934	97283	1/10/2013	2/6/2014	Full Length	1	USA
